id,numero,date_debut,date_signature,date_fin,statut,departement,chemin_fichier,niveau_gravite_specifique_aep,ressource_aep_communique,regle_gestion,arrete_cadre.id,arrete_cadre.numero,arrete_cadre.date_debut,arrete_cadre.date_fin,arrete_cadre.chemin_fichier,zones_alerte.id,zones_alerte.type,zones_alerte.code,zones_alerte.nom,zones_alerte.niveau_gravite,zones_alerte.id_sandre,zones_alerte.communes
28142,AP_vigilance_Sarre_20200703,2020-07-07,2020-07-03,2020-07-21,abroge,67,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/28142/20200703_apsigne_vigilance_bassin_sarre.pdf,null,null,undefined,26428,2012,2012-07-26,,,7331,SUP,44_67_03,Sarre partie du département 67,vigilance,,[]
28141,DDT-SGREB-GEMAPRIN 2020-07/1,2020-07-07,2020-07-07,2020-07-16,abroge,28,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/28141/2020_07_07%20-%20arr%C3%AAt%C3%A9%20-%20d%C3%A9finissant%20restrictions%20eau%20sign%C3%A9.pdf,null,null,undefined,23102,2013217-0001,2013-08-05,,,"[5768,5748,5757,5754,5765,5751,5749,5766,5755,5779,5777,5767]","[""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP""]","[""24_28_29"",""24_28_10"",""24_28_19"",""24_28_16"",""24_28_26"",""24_28_13"",""24_28_11"",""24_28_27"",""24_28_17"",""24_28_8"",""24_28_6"",""24_28_28""]","[""L'Yerre de la source jusqu'à Arrou inclus"",""L'Eure de l'entrée du département (Manou) à St-Luperce inclus"",""L'Ozanne de la source jusqu'à Brou inclus"",""Le Loir de la source à Saumeray inclus"",""La Vinette"",""La foussarde"",""L'Eure de l'aval de St-Luperce à Jouy inclus"",""La Voise de l'aval de Oinville sous Auneau jusqu'à l'Eure"",""Le Loir de l'aval de Saumeray à St Maur sur le Loir inclus"",""La Drouette"",""La Cloche"",""La Voise de la source jusqu'à Oinville sous Auneau inclus""]","[""crise"",""alerte"",""alerte"",""crise"",""alerte"",""alerte_renforcee"",""alerte_renforcee"",""crise"",""alerte_renforcee"",""alerte_renforcee"",""alerte"",""crise""]",,"[[],[],[],[],[],[],[],[],[],[],[],[]]"
28139,08/07/2020,2020-07-08,2020-07-08,2020-07-16,abroge,53,,null,null,undefined,23608,2014337-0008,2015-01-08,,,"[6587,6586]","[""SUP"",""SUP""]","[""52_053_3"",""52_053_2""]","[""bassin Oudon"",""bassin Mayenne amont""]","[""vigilance"",""vigilance""]",,"[[],[]]"
28169,SE 2020/C1,2020-07-08,2020-07-08,2020-07-29,abroge,78,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/28169/cp%20vigilance%20-%20usage%20del%27eau.pdf,null,null,undefined,28087,78-2020-06-15-005,2020-06-15,,,"[8077,8076,8074,8075]","[""SUP"",""SUP"",""SUP"",""SUP""]","[""11_78_04"",""11_78_03"",""11_78_01"",""11_78_02""]","[""Zone Seine"",""Zone Centre"",""Zone Sud-Ouest"",""Zone Sud-Est""]","[""vigilance"",""vigilance"",""vigilance"",""vigilance""]",,"[[],[],[],[]]"
28137,2020-02,2020-07-08,2020-07-07,2020-07-21,abroge,49,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/28137/2020-07-07-arrete_2_signe.pdf,null,null,undefined,23400,2014139-0002,2014-05-19,,,"[7910,7908,7916,7913,7912,7899,7914,7906,7897]","[""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP""]","[""52_49_21"",""52_49_2"",""52_49_6"",""52_49_3"",""52_49_23"",""52_49_11"",""52_49_4"",""52_49_18"",""52_49_1""]","[""ROMME"",""MAYENNE"",""COUASNON"",""SARTHE"",""BRIONNEAU"",""LAYON"",""LOIR"",""THAU"",""OUDON""]","[""alerte_renforcee"",""vigilance"",""alerte_renforcee"",""vigilance"",""vigilance"",""vigilance"",""vigilance"",""alerte_renforcee"",""vigilance""]",,"[[],[],[],[],[],[],[],[],[]]"
28134,2020-03-ASSOU,2020-07-08,2020-06-22,2020-07-15,abroge,81,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/28134/200622_arr_assou.pdf,null,null,undefined,,,,,,5804,SUP,73_81_000007,L'ASSOU (Le Nandou),alerte_renforcee,,[]
28138,BSCD/2020/118,2020-07-09,2020-07-08,2020-07-24,abroge,71,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/28138/arr%C3%AAt%C3%A9%20s%C3%A9cheresse%20du%20080720.pdf,null,null,undefined,22590,2012202-0015,2012-07-20,2021-07-20,,"[6086,6089,6090,6088,6091,6087,6092,6085]","[""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP""]","[""26_71_02"",""26_71_05"",""26_71_06"",""26_71_04"",""26_71_07"",""26_71_03"",""26_71_08"",""26_71_01""]","[""bassin de l'Arroux Morvan"",""bassin de la Dheune"",""bassin de la Grosne"",""bassin de l'Arconce et Sornin"",""bassin de la Saône du Doubs et Côtes viticoles"",""bassin de la Bourbince"",""bassin Seille et Guyotte"",""bassin de la Vallée de la Loire""]","[""alerte"",""vigilance"",""crise"",""alerte_renforcee"",""vigilance"",""alerte_renforcee"",""alerte_renforcee"",""alerte""]",,"[[],[],[],[],[],[],[],[]]"
28179,2020-07-08-HB,2020-07-09,2020-07-08,2020-08-07,abroge,45,,null,null,undefined,28076,2020-45-HB,2020-05-27,2020-11-30,,"[7991,7745,8003,7980,7995,7989,7982,7986,7742,7983,8001,7747,7743,8000,7985,7996]","[""SUP"",""SOU"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SOU"",""SUP"",""SUP"",""SOU"",""SOU"",""SUP"",""SUP"",""SUP""]","[""24_45_12"",""24_45_007"",""24_45_24"",""24_45_01"",""24_45_16"",""24_45_10"",""24_45_03"",""24_45_07"",""24_45_004"",""24_45_04"",""24_45_22"",""24_45_009"",""24_45_005"",""24_45_21"",""24_45_06"",""24_45_17""]","[""Bassin du Loing amont (45)"",""Craie (Loing amont 45)"",""Bassins Trezee-Ousson (45)"",""Bassin de l'Aquiaulne (45)"",""Bassins Loiret-Dhuy"",""Bassin du Cosson (45)"",""Bassins Avenelle-Ethelin (45)"",""Bassin du Betz (45)"",""Craie (Aveyron 45)"",""Bassin de l'Aveyron (45)"",""Bassin de la Sange"",""Craie (Milleron 45)"",""Craie (Betz 45)"",""Bassin du ru de Pont Chevron"",""Bassin du Bec d'Able"",""Bassin du Milleron (45)""]","[""alerte"",""alerte"",""crise"",""alerte"",""crise"",""crise"",""crise"",""alerte"",""alerte"",""alerte"",""alerte_renforcee"",""crise"",""alerte"",""crise"",""alerte_renforcee"",""crise""]",,"[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
28178,2020-07-08-M,2020-07-09,2020-07-08,2020-07-29,abroge,45,,null,null,undefined,28076,2020-45-HB,2020-05-27,2020-11-30,,"[8005,8006,8004,8007,8002,7741]","[""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SOU""]","[""24_45_26"",""24_45_27"",""24_45_25"",""24_45_28"",""24_45_23"",""24_45_003""]","[""Bassin_du_Puiseaux"",""Bassin_du_Solin"",""Bassin_de_la_Bonnee"",""Bassin_du_Vernisson"",""Bassin_de la_Bezonde"",""Calcaires de Beauce (Montargois)""]","[""alerte_renforcee"",""crise"",""alerte_renforcee"",""crise"",""alerte_renforcee"",""alerte_renforcee""]",,"[[],[],[],[],[],[]]"
28148,2020/DDT/SEPR/147,2020-07-09,2020-07-08,2020-07-21,abroge,77,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/28148/ap%202020%20ddt%20sepr%20147%20du%2008%2007%202020.pdf,null,null,undefined,,,,,,"[5628,5633,5640]","[""SUP"",""SUP"",""SUP""]","[""11_77_002"",""11_77_007"",""11_77_014""]","[""Bassin du Réveillon"",""Bassin du Grand Morin"",""Bassin du Petit Morin""]","[""alerte"",""vigilance"",""vigilance""]","[139,166,176]","[[],[],[]]"
28132,Cogesteau 1620200708003,2020-07-09,2020-07-08,2020-07-15,abroge,16,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/28132/ap-restriction-cogesteau-1620200708003.pdf,null,null,undefined,,,,,,6277,SUP,54_16_2,Bassin de l'Argence,alerte,,[]
28174,DDT-151,2020-07-09,2020-07-09,2020-07-15,abroge,18,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/28174/arrete_ddt_2020_151_limitation_usages_eau.pdf,null,null,undefined,22429,2012-1-0571,2012-05-16,,,3390,SUP,24_18_0014,bassin de l'Yèvre amont,alerte,,[]
28136,2020-01-TESCOU,2020-07-09,2020-07-03,2020-07-17,abroge,81,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/28136/200709_arr_tescou_50%25_02.pdf,null,null,undefined,,,,,,5801,SUP,73_81_000004,TESCOU,alerte_renforcee,,[]
28133,2020_1,2020-07-09,2020-07-08,2020-07-17,abroge,31,,null,null,undefined,26480,2019-01,2019-06-19,,,6953,SUP,76_31_09,Tescou,alerte_renforcee,,[]
28145,DDT/SEER/2020-016,2020-07-10,2020-07-09,2020-07-16,abroge,24,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/28145/ap-et-annexes_restrictions_07072020.pdf,null,null,undefined,,,,,,"[5620,5454,5457,5453,5477,5421,5606]","[""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP""]","[""72_24_0701"",""72_24_0902"",""72_24_0905"",""72_24_0901"",""72_24_0906"",""72_24_0805"",""72_24_0402""]","[""Vézère"",""Enéa"",""Céou aval"",""Borrèze"",""Céou amont"",""Estrop"",""Boulou""]","[""alerte_renforcee"",""alerte"",""alerte_renforcee"",""alerte"",""alerte_renforcee"",""alerte"",""alerte""]",,"[[],[],[],[],[],[],[]]"
28100,2020/1906,2020-07-10,2020-07-10,2020-07-21,abroge,94,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/28100/ap%20alerte%20reveillon%202020.pdf,null,null,undefined,,,,,,5660,SUP,11_94_01,Partie Est du Val de Marne,alerte,,[]
28160,64-2020-07-07-005,2020-07-10,2020-07-07,2020-07-23,abroge,64,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/28160/ap%2064-2020-07-07-005%20restriction%201%20lausset.pdf,null,null,undefined,28146,64.2020.04.27.008,2020-04-27,,,5420,SUP,75_64_000004,Bassin du Lausset,alerte,,[]
28161,64-2020-07-07-006,2020-07-10,2020-07-07,2020-07-23,abroge,64,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/28161/ap%2064-2020-07-07-006%20restriction%201%20saleys%20aval.pdf,null,null,undefined,28146,64.2020.04.27.008,2020-04-27,,,5486,SUP,75_64_000002,Bassin du Saleys de Salies à la confluence avec l'Adour,alerte,,[]
28249,2020-446,2020-07-10,2020-07-10,2020-09-03,abroge,08,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/28249/ap-446_secheresse.pdf,null,null,undefined,27293,2017-357,2017-07-28,,,7533,SUP,21_08_02,Aisne amont (partie 08),alerte,,[]
28157,64-2020-07-07-004,2020-07-10,2020-07-07,2020-07-23,abroge,64,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/28157/ap%2064-2020-07-07-004%20restriction%201%20joyeuse.pdf,null,null,undefined,28146,64.2020.04.27.008,2020-04-27,,,5499,SUP,75_64_000006,Bassin de la Joyeuse,alerte,,[]
28167,05-2020-07-10-004,2020-07-10,2020-07-10,2020-07-22,abroge,05,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/28167/20200710sec_ap_v_buech_meouge_eygues.pdf,null,null,undefined,,,,,,"[6850,6849]","[""SUP"",""SUP""]","[""vigilence"",""vigilence""]","[""BV_Eygues_Oule"",""BV Buëch""]","[""vigilance"",""vigilance""]",,"[[],[]]"
28171,2020-03-BAGAS,2020-07-11,2020-06-22,2020-07-28,abroge,81,,null,null,undefined,,,,,,5806,SUP,73_81_000009,BAGAS,alerte_renforcee,,[]
28143,E-2020-156,2020-07-11,2020-07-09,2020-07-17,abroge,46,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/28143/e-2020-156.pdf,null,null,undefined,,,,,,"[6022,6032,6002,6033,6008,6020,6035,6018,6012,6009,6021,6026,6006,6010,6011,6003,6017,6030,6007,6025,6024,6015,6023,6028,6005,6031,6004,6019]","[""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP""]","[""73_46_28"",""73_46_6"",""73_46_1"",""73_46_7"",""73_46_15"",""73_46_26"",""73_46_9"",""73_46_24"",""73_46_19"",""73_46_16"",""73_46_27"",""73_46_31"",""73_46_13"",""73_46_17"",""73_46_18"",""73_46_10"",""73_46_23"",""73_46_4"",""73_46_14"",""73_46_30"",""73_46_3"",""73_46_21"",""73_46_29"",""73_46_33"",""73_46_12"",""73_46_5"",""73_46_11"",""73_46_25""]","[""Aynac"",""Séoune"",""Tourmente"",""Lère"",""Ourajoux"",""Lemboulas"",""Vert aval - Masse"",""Melve - Marcillande - Relinquière"",""Bervezou"",""Céou"",""Lupte"",""Alzou"",""Lendou"",""Bléou"",""Drauzou"",""Grande Barguelonne"",""Tolerme"",""Mamoul"",""Petite Barguelonne"",""La Sagne"",""Borrèze"",""Veyre"",""Ouysse"",""Affluents du Lot"",""Vert Amont"",""Sourdoire"",""Vers - Rauze"",""Tournefeuille""]","[""alerte"",""crise"",""alerte"",""alerte"",""crise"",""alerte"",""alerte"",""alerte_renforcee"",""alerte"",""crise"",""alerte_renforcee"",""alerte"",""vigilance"",""crise"",""alerte"",""alerte_renforcee"",""vigilance"",""alerte_renforcee"",""alerte"",""vigilance"",""vigilance"",""alerte"",""alerte"",""alerte"",""alerte_renforcee"",""alerte"",""vigilance"",""crise""]",,"[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
28170,1767-2020,2020-07-11,2020-07-10,2020-07-21,abroge,03,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/28170/ap%201767-2020%20alerte%20bouble_aumance_acolin.pdf,null,null,undefined,23744,3273/12,2012-12-12,,,"[4142,4134,4139,4140,4135,4136,4137,4138,4141]","[""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP""]","[""83_03_09"",""83_03_01"",""83_03_06"",""83_03_07"",""83_03_02"",""83_03_03"",""83_03_04"",""83_03_05"",""83_03_08""]","[""bassin du Sichon"",""bassin de l'allier dans l'Allier"",""bassin de la Bouble"",""bassin de l'Oeil et de l'Aumance"",""bassin du Cher dans l'Allier"",""bassin de la Loire dans l'Allier"",""bassin de l'Andelot"",""bassin de la Besbre"",""bassin de la Sioule dans l'Allier""]","[""vigilance"",""vigilance"",""alerte"",""alerte"",""vigilance"",""vigilance"",""vigilance"",""vigilance"",""vigilance""]",,"[[],[],[],[],[],[],[],[],[]]"
28162,82-2020-07-08-001,2020-07-11,2020-07-08,2020-07-17,abroge,82,,null,null,undefined,,,,,,"[8068,8041,8060,8042,8062,8044,8061,8055,8051,8066,8048,8054]","[""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP""]","[""76_82_49"",""76_82_12"",""76_82_41"",""76_82_13"",""76_82_43"",""76_82_15"",""76_82_42"",""76_82_27"",""76_82_23"",""76_82_47"",""76_82_19"",""76_82_26""]","[""Zone 49 - Garonne affluents"",""Zone 12 - Bassin de la Baye"",""Zone 41 - Bassin de la Sère"",""Zone 13 - Bassin de la Seye"",""Zone 43 - Barguelonne amont"",""Zone 15 - Bassin de la Lère non réalimentée"",""Zone 42 - Bassin du Lambon"",""Zone 27 - Tarn affluents"",""Zone 23 - Bassin du Tescou non réalimenté"",""Zone 47 - Bassin de la Séoune"",""Zone 19 - Aveyron affluents"",""Zone 26 - Bassin Lupte-Lembous""]","[""alerte_renforcee"",""alerte"",""alerte_renforcee"",""alerte"",""alerte"",""alerte_renforcee"",""alerte_renforcee"",""alerte_renforcee"",""alerte_renforcee"",""alerte_renforcee"",""alerte_renforcee"",""alerte""]","[1370,224,279,1363,281,233,280,774,266,1368,263,773]","[[],[],[],[],[],[],[],[],[],[],[],[]]"
28184,AP Vigilance Bruche 20200710,2020-07-11,2020-07-10,2020-07-21,abroge,67,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/28184/20200710%20ap%20vigilance%20bruche.pdf,null,null,undefined,26428,2012,2012-07-26,,,7330,SUP,44_67_02,"Bruche, Ehn, Andlau, Giessen et Liepvrette partie du département 67",vigilance,,[]
28183,AP Vigilance Ill Aval 20200710,2020-07-11,2020-07-10,2020-07-21,abroge,67,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/28183/20200710%20ap%20vigilance%20ill%20aval.pdf,null,null,undefined,26428,2012,2012-07-26,,,7329,SUP,44_67_01,Ill aval partie du département 67,vigilance,,[]
28166,36-2020-07-09-001,2020-07-11,2020-07-08,2020-07-24,abroge,36,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/28166/arr%C3%AAt%C3%A9%2036-2020-07-09-001.pdf,null,null,undefined,26136,36-2018-06-15-014,2018-06-15,,,"[7475,7474,7464]","[""SUP"",""SUP"",""SUP""]","[""24_36_0013"",""24_36_0012"",""24_36_0001""]","[""bassin de la Ringoire"",""bassin de la Trégonce"",""bassin de l'Anglin amont confuence allemette""]","[""alerte"",""alerte"",""alerte""]","[1171,1170,213]","[[],[],[]]"
28172,2020-02-EN GUIBAUD,2020-07-11,2020-06-22,2020-08-06,abroge,81,,null,null,undefined,,,,,,5808,SUP,73_81_000011,L'EN GUIBAUD,alerte_renforcee,,[]
28164,47-2020-07-10-002,2020-07-11,2020-07-10,2020-07-17,abroge,47,https://regleau.s3.gra.perf.cloud.ovh.net/arrete-restriction/28164/ap_restrictions_200708_signe.pdf,null,null,undefined,23386,2014154-0008,2014-06-03,,,7812,SUP,72_47_43,Unité Séoune,alerte_renforcee,,[]
28158,202007 - tta3 -002,2020-07-11,2020-07-09,2020-07-16,abroge,79,,null,null,undefined,,,,,,6947,SUP,54_79_TTA3,Thouaret,alerte,,[]
28185,AP Vigilance Lauter 20200710,2020-07-11,2020-07-10,2020-07-21,abroge,67,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/28185/20200710%20ap%20vigilance%20lauter.pdf,null,null,undefined,26428,2012,2012-07-26,,,7332,SUP,44_67_04,"Lauter, Sauer, Moder et Zorn partie du département 67",vigilance,,[]
28163,Karst 1620200710003,2020-07-12,2020-07-10,2020-07-15,abroge,16,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/28163/ap-restrictition-karst-1620200710003.pdf,null,null,undefined,,,,,,"[6291,6293]","[""SUP"",""SUP""]","[""54_16_7"",""54_16_9""]","[""Bassin du Bandiat"",""Bassin de la Bonnieure""]","[""alerte"",""alerte""]",,"[[],[]]"
28159,DIVE DU NORD:Mesures protocole OUGC,2020-07-12,2020-07-08,2020-07-26,abroge,86,,null,null,undefined,,,,,,"[6322,6345]","[""SOU"",""SUP""]","[""54_86_15"",""54_86_12""]","[""Bassin_Dive_du_Nord_CUHON"",""Bassin_Dive_du_Nord_MOULIN_DE_REMERLE""]","[""vigilance"",""vigilance""]",,"[[],[]]"
28454,AP_2020_DDT_SEB_206_MP1,2020-07-13,2020-07-10,2020-08-02,abroge,86,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/28454/200709_ap_2020_206_sn_mp-2.pdf,null,null,undefined,,,,,,"[6325,6347]","[""SOU"",""SUP""]","[""54_86_18"",""54_86_14""]","[""Bassin_Sevre_Niortaise_PONT_DE_RICOU"",""Bassin_Sevre_Niortaise_PONT_DE_RICOU""]","[""alerte"",""alerte""]",,"[[],[]]"
28165,2020-1146,2020-07-13,2020-07-10,2020-08-31,abroge,40,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/28165/1_arrete_2020-1146_tour_eau_ludon_1%20sur%204%20sign%C3%A9%20avec%20annexes%20.pdf,null,null,undefined,25629,2017-1534,2017-07-07,,,5385,SUP,72_40_20,bassin du Ludon,alerte,,[]
28189,2020-04-ASSOU,2020-07-16,2020-06-22,2020-09-29,abroge,81,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/28189/200622_arr_assou.pdf,null,null,undefined,,,,,,5804,SUP,73_81_000007,L'ASSOU (Le Nandou),crise,,[]
28200,58-2020-07-15-001,2020-07-16,2020-07-15,2020-07-27,abroge,58,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/28200/ap_limitation_usages_eau_200715.pdf,null,null,undefined,24623,58-2016-07-07-003 ,2016-07-07,2022-03-01,,"[6080,6072,6074,6082,6079,6070,6069,6077,6078,6071,6081,6076,6083,6084,6075,6073]","[""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP""]","[""26_58_145"",""26_58_015"",""26_58_058"",""26_58_238"",""26_58_131"",""26_58_013"",""26_58_012"",""26_58_065"",""26_58_109"",""26_58_014"",""26_58_225"",""26_58_063"",""26_58_260"",""26_58_291"",""26_58_059"",""26_58_037""]","[""bassin de l'YONNE aval"",""bassin du BEUVRON"",""bassin du SAUZAY"",""bassin de la LOIRE amont"",""bassin de la NIEVRE"",""bassin de l'ALENE_CRESSONNE"",""bassin de la VRILLE"",""bassin de l'ARON vallée"",""bassin du NOHAIN_MAZOU"",""bassin de la DRAGNE"",""bassin de l'ALLIER"",""bassin de l'YONNE amont"",""bassin de l'ACOLIN_COLATRE"",""bassin del' IXEURE_CANNE"",""bassin de la  LOIRE aval"",""bassin du CHALAUX_CURE""]","[""alerte"",""alerte"",""vigilance"",""vigilance"",""alerte"",""alerte_renforcee"",""alerte"",""vigilance"",""vigilance"",""alerte"",""vigilance"",""alerte"",""alerte_renforcee"",""alerte"",""vigilance"",""vigilance""]","[190,186,188,1140,1136,1116,1115,1121,1124,1119,1137,189,185,1148,1120,187]","[[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
28202,DT-20-0368,2020-07-16,2020-07-16,2020-08-04,abroge,42,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/28202/ap_dt-20-0368_signe_avec_annexes.pdf,null,null,undefined,24330,DT-16-0463,2016-05-04,2050-12-31,,"[7712,7711,7708,7705,7710,7709,7707,7714,7713,7706]","[""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP""]","[""82_42_000RM1"",""82_42_000LB7"",""82_42_000LB4"",""82_42_000LB1"",""82_42_000LB6"",""82_42_000LB5"",""82_42_000LB3"",""82_42_00LB2b"",""82_42_000RM2"",""82_42_000LB2""]","[""Affluents du Rhône hors Gier, bassins versants Limony Cance hors Rhône et sa nappe d'accompagnement"",""Affluents rive droite de la Loire à l'aval du barrage de Villerest"",""Affluents rive gauche de la Loire jusqu'au barrage de Villerest"",""Fleuve Loire et sa nappe d'accompagnement à l'amont de la queue de retenue de Villerest"",""Affluents rive gauche de la Loire à l'aval du barrage de Villerest; Besbre, Malgoutte, Arcon, Urbise"",""Affluents rive droite de la Loire de la confluence avec le Furan jusqu'au barrage de Villerest"",""Fleuve Loire et sa nappe d'accompagnement à l'aval de la queue de retenue de Villerest"",""Affluents de la Loire à l'amont de la confluence Furan : Dunière, l'Andrable, Semène, Ondaine, Furan"",""Bassin versant du Gier dans le département"",""Affluents de la Loire à l'amont de la confluence Furan : Dunière, l'Andrable, Semène, Ondaine, Furan""]","[""alerte"",""alerte_renforcee"",""vigilance"",""vigilance"",""vigilance"",""alerte"",""vigilance"",""vigilance"",""alerte"",""vigilance""]",,"[[],[],[],[],[],[],[],[],[],[]]"
28212,DDT-161,2020-07-16,2020-07-16,2020-07-23,abroge,18,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/28212/ap_2020_161%20du%2016_07_2020.pdf,null,null,undefined,22429,2012-1-0571,2012-05-16,,,"[3384,3381,3388,3433,3380,3390,3385,3389,3386,3382,3383,3432,3387,3379]","[""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP""]","[""24_18_0006"",""24_18_0003"",""24_18_0012"",""24_18_0009"",""24_18_0002"",""24_18_0014"",""24_18_0007"",""24_18_0013"",""24_18_0010"",""24_18_0004"",""24_18_0005"",""24_18_0008"",""24_18_0011"",""24_18_0001""]","[""bassin de l'Aubois"",""bassin de l'Indre"",""bassin de l'Arnon Amont"",""bassin de la Loire"",""bassin du Cher"",""bassin de l'Yèvre amont"",""bassin de la Petite Sauldre et de la Rère"",""bassin de l'Arnon Aval"",""bassin de l'Yèvre aval"",""bassin de la Vauvise"",""bassin de l'Auron"",""bassin de la Grande Sauldre et du Beuvron"",""bassin du  Colin, de  l'Ouatier et du Langis"",""bassin du Fouzon""]","[""alerte_renforcee"",""vigilance"",""vigilance"",""vigilance"",""vigilance"",""crise"",""vigilance"",""vigilance"",""alerte"",""alerte"",""alerte_renforcee"",""alerte_renforcee"",""alerte"",""alerte_renforcee""]",,"[[],[],[],[],[],[],[],[],[],[],[],[],[],[]]"
28180,Cogesteau 1620200715001,2020-07-16,2020-07-15,2020-07-22,abroge,16,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/28180/ap-restriction-cogesteau-1620200715001.pdf,null,null,undefined,,,,,,"[6277,6273,6288,6274]","[""SUP"",""SUP"",""SUP"",""SUP""]","[""54_16_2"",""54_16_16"",""54_16_4"",""54_16_17""]","[""Bassin de l'Argence"",""Bassin du Né"",""Bassin de l'Auge"",""Bassin de la Nouère""]","[""alerte"",""alerte"",""alerte"",""alerte""]",,"[[],[],[],[]]"
28075,59-04,2020-07-16,2020-06-16,2020-07-29,abroge,59,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/28075/arr%C3%AAt%C3%A9%20pr%C3%A9fectoral%20s%C3%A9cheresse%2030%20juillet%202020.pdf,null,null,undefined,21494,1,2006-04-27,,,"[3623,3626,3625,3627,3628,3624,3629]","[""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP"",""SUP""]","[""31_59_000001"",""31_59_000004"",""31_59_000003"",""31_59_000005"",""31_59_000006"",""31_59_000002"",""31_59_000007""]","[""Delta de l'Aa et Audomarois, partie Nord"",""Sambre"",""Marque-Deûle, partie Nord"",""Scarpe amont-Sensée-Escaut, partie Nord"",""Scarpe aval"",""Lys, partie Nord"",""Yser""]","[""vigilance"",""alerte"",""vigilance"",""alerte"",""vigilance"",""vigilance"",""alerte_renforcee""]",,"[[],[],[],[],[],[],[]]"
28182,Isle-Dronne 1620200715003,2020-07-16,2020-07-15,2020-07-17,abroge,16,https://regleau.s3.gra.perf.cloud.ovh.net//arrete-restriction/28182/ap-restriction-isledronne-20200715.pdf,null,null,undefined,,,,,,6283,SUP,54_16_25,Bassin de la Tude,alerte,,[]
