zone_id,zone_nom,code_dept,niveau_text,niveau_int,communes,n_communes
8863,Bassin du ruisseau de Chezelles,37,vigilance,1,[],1
8864,Bassin du ruisseau de Cleret,37,crise,4,[],1
8865,Bassin du ruisseau de Gaudeberts,37,crise,4,[],1
8866,Bassin du ruisseau de la Coulee,37,crise,4,[],1
8867,Bassin du ruisseau de Montison,37,vigilance,1,[],1
8868,Bassin du ruisseau de Panzoult,37,vigilance,1,[],1
8869,Bassin du ruisseau de Parcay,37,crise,4,[],1
8870,Bassin du ruisseau de Rigny,37,crise,4,[],1
8871,Bassin du ruisseau de Roche,37,crise,4,[],1
8872,Bassin du ruisseau de Rochette,37,vigilance,1,[],1
8873,Bassin du ruisseau de Verneuil,37,crise,4,[],1
8874,Bassin du ruisseau de Vitray,37,vigilance,1,[],1
8875,Bassin du ruisseau des Vallees,37,crise,4,[],1
8876,Bassin du ruisseau du Doigt,37,crise,4,[],1
8877,Bassin du ruisseau Sennevieres,37,crise,4,[],1
8878,Bassin du Vieux Cher,37,vigilance,1,[],1
11652,Bassin de la Loire (Lre2),37,vigilance,1,[],1
11653,Bassin de la Loire (Lre1),37,vigilance,1,[],1
11654,Bassin du Loir (Lr1),37,vigilance,1,[],1
11655,Bassin du Cher (Ch1),37,vigilance,1,[],1
11656,Bassin de l'Indre (In1),37,vigilance,1,[],1
11657,Bassin de l'Indre (In2),37,vigilance,1,[],1
11658,Bassin de la Creuse (Cr),37,vigilance,1,[],1
11659,Bassin de la Vienne (Vn1),37,vigilance,1,[],1
11660,Bassin de la Gartempe,37,vigilance,1,[],1
11661,Bassin de l'Aigronne,37,alerte_renforcee,3,[],1
11662,Bassin de l'Ardillere,37,vigilance,1,[],1
11663,Bassin de l'Echandon,37,alerte_renforcee,3,[],1
11664,Bassin de l'Escotais,37,alerte_renforcee,3,[],1
11665,Bassin de l'Esves,37,vigilance,1,[],1
11666,Bassin de l'Indrois,37,alerte_renforcee,3,[],1
11667,Bassin de la Bourouse,37,crise,4,[],1
11668,Bassin de la Brenne,37,vigilance,1,[],1
11669,Bassin de la Bresme,37,crise,4,[],1
11670,Bassin de la Choisille,37,alerte_renforcee,3,[],1
11671,Bassin de la Cisse,37,alerte_renforcee,3,[],1
11672,Bassin de la Claise,37,vigilance,1,[],1
11673,Bassin de la Deme,37,alerte_renforcee,3,[],1
11674,Bassin de la Fare,37,alerte_renforcee,3,[],1
11675,Bassin de la Fontaine Menard,37,crise,4,[],1
11676,Bassin de la Manse,37,alerte_renforcee,3,[],1
11677,Bassin de la Masse,37,vigilance,1,[],1
11678,Bassin de la Maulne,37,vigilance,1,[],1
11679,Bassin de la Muanne,37,vigilance,1,[],1
11680,Bassin de la Roumer,37,vigilance,1,[],1
11681,Bassin de l'Indrois Amont,37,alerte_renforcee,3,[],1
11682,Bassin de la Veude,37,alerte_renforcee,3,[],1
11683,Bassin de la Veude De Poncay,37,alerte_renforcee,3,[],1
11684,Bassin du Brignon,37,alerte_renforcee,3,[],1
11685,Bassin du Changeon,37,alerte_renforcee,3,[],1
11686,Bassin du Douai ou de la Riasse,37,vigilance,1,[],1
11687,Bassin du Lathan,37,vigilance,1,[],1
11688,Bassin du Long,37,alerte_renforcee,3,[],1
11689,Bassin du Negron,37,alerte_renforcee,3,[],1
11690,Bassin du ruisseau d'Aubigny,37,crise,4,[],1
11691,Bassin du ruisseau d'Azay,37,crise,4,[],1
11692,Bassin du ruisseau d'Olivet,37,alerte_renforcee,3,[],1
11693,Bassin du ruisseau de Boutineau,37,vigilance,1,[],1
11694,Bassin du ruisseau de Chantereine,37,alerte_renforcee,3,[],1
11695,Bassin du ruisseau de Chezelles,37,vigilance,1,[],1
11696,Bassin du ruisseau de Cleret,37,crise,4,[],1
11697,Bassin du ruisseau de Gaudeberts,37,vigilance,1,[],1
11698,Bassin du ruisseau de la Coulee,37,crise,4,[],1
11699,Bassin du ruisseau de Montison,37,vigilance,1,[],1
11700,Bassin du ruisseau de Panzoult,37,crise,4,[],1
11701,Bassin du ruisseau de Parcay,37,crise,4,[],1
11702,Bassin du ruisseau de Rigny,37,crise,4,[],1
11703,Bassin du ruisseau de Roche,37,crise,4,[],1
11704,Bassin du ruisseau de Rochette,37,vigilance,1,[],1
11705,Bassin du ruisseau de Verneuil,37,vigilance,1,[],1
11706,Bassin du ruisseau de Vitray,37,vigilance,1,[],1
11707,Bassin du ruisseau des Vallees,37,vigilance,1,[],1
11708,Bassin du ruisseau du Doigt,37,vigilance,1,[],1
11709,Bassin du ruisseau Sennevieres,37,vigilance,1,[],1
11710,Bassin du Vieux Cher,37,vigilance,1,[],1
9486,Est Lyonnais,38,alerte,2,[],1
9487,Galaure et Drôme des Collines,38,alerte_renforcee,3,[],1
9488,Bièvre-Liers-Valloire,38,alerte,2,[],1
9489,"Sanne, Varèze et 4 Vallées",38,alerte,2,[],1
9490,Chambaran,38,alerte_renforcee,3,[],1
9491,Vercors,38,alerte_renforcee,3,[],1
9492,Trièves et Matheysine,38,alerte_renforcee,3,[],1
9493,Oisans et Bonne,38,alerte_renforcee,3,[],1
9494,Belledonne,38,alerte_renforcee,3,[],1
9495,Chartreuse et Guiers,38,alerte_renforcee,3,[],1
9496,Paladru et Fure,38,alerte,2,[],1
9497,Bourbre,38,alerte,2,[],1
9498,Isle Crémieu,38,alerte,2,[],1
9499,Nappes de l'Est Lyonnais,38,vigilance,1,[],1
9500,Nappes de Galaure et Drôme des Collines,38,alerte_renforcee,3,[],1
9501,Nappes de Bièvre-Liers-Valloire,38,vigilance,1,[],1
9502,"Nappes des 4Vallées, de la Sanneet de la Varèze",38,alerte,2,[],1
9503,Nappes du Bas Dauphiné Chambaran et des terrasses de l'Isère,38,alerte_renforcee,3,[],1
8968,Seille et affluents de la Loue,39,alerte_renforcee,3,[],1
8969,Plateau calcaire,39,alerte_renforcee,3,[],1
8970,Nord Jura,39,alerte_renforcee,3,[],1
8971,Haute chaîne,39,alerte_renforcee,3,[],1
8972,Forêt de chaux et alluvions Doubs Loue,39,vigilance,1,[],1
8973,Formations bressannes,39,vigilance,1,[],1
5367,bassin de la Midouze et du louts zone 3 D Midouze,40,vigilance,1,[],1
5368,bassin du Midou et de la Douze zone 4D Douze,40,vigilance,1,[],1
5369,bassin de l'Adour zone 2A,40,vigilance,1,[],1
5370,bassin de l'Adour zone 2B,40,vigilance,1,[],1
5372,bassin du Midou et de la Douze zone 4C,40,vigilance,1,[],1
5373,bassin du Midou et de la Douze zone 4B Douze,40,vigilance,1,[],1
5374,bassin du Midou et de la Douze zone 4A,40,vigilance,1,[],1
5375,bassin de l'Adour zone 2C,40,vigilance,1,[],1
5376,bassin de l'Adour zone 2D,40,vigilance,1,[],1
5380,bassin de la Midouze et du louts zone 3B,40,vigilance,1,[],1
5381,bassin du Midou et de la Douze zone 4B Midou,40,alerte_renforcee,3,[],1
5383,bassin de la Midouze et du louts zone 3A,40,vigilance,1,[],1
5384,bassin du Midou et de la Douze zone 4D Midou,40,alerte_renforcee,3,[],1
5386,bassin de la Midouze et du louts zone 3C,40,vigilance,1,[],1
5388,bassin de la Midouze et du louts zone 3D Louts,40,vigilance,1,[],1
10323,Bassin du Midou et de la Douze (zone 4B Midou),40,alerte_renforcee,3,[],1
10324,Bassin du Midou et de la Douze (zone 4D Midou),40,alerte_renforcee,3,[],1
10216,Barade de Ligautenx (Moulin de l'Esleys),40,crise,4,,0
10254,Ruisseau de Bassecq,40,crise,4,,0
5385,bassin du Ludon,40,alerte,2,,0
8974,Affluents Loire amont,41,alerte_renforcee,3,[],1
8975,Aflluents Loire aval,41,alerte_renforcee,3,[],1
8977,Bassin du Beuvron,41,vigilance,1,[],1
8978,Bassin de la Brenne,41,alerte_renforcee,3,[],1
8979,Bassin du Cher,41,vigilance,1,[],1
8980,Bassin de la Cisse,41,alerte,2,[],1
8981,Bassin du Cosson,41,vigilance,1,[],1
8982,Bassin du Fouzon,41,vigilance,1,[],1
8983,Bassin de La Braye,41,alerte_renforcee,3,[],1
8984,Bassin du Loir amont,41,vigilance,1,[],1
8985,Bassin du Loir aval,41,vigilance,1,[],1
8986,Bassin de la Masse,41,alerte_renforcee,3,[],1
8987,Bassin des Mauves,41,alerte,2,[],1
8989,Affluents Loire amont,41,alerte_renforcee,3,[],1
8990,Aflluents Loire aval,41,alerte_renforcee,3,[],1
8991,Bassin  de l'Aigre,41,vigilance,1,[],1
8992,Bassin du Beuvron,41,vigilance,1,[],1
8993,Bassin de la Brenne,41,alerte,2,[],1
8994,Bassin du Cher,41,vigilance,1,[],1
8995,Bassin de la Cisse,41,alerte,2,[],1
8996,Bassin du Cosson,41,vigilance,1,[],1
8997,Bassin du Fouzon,41,vigilance,1,[],1
8999,Bassin du Loir amont,41,vigilance,1,[],1
9000,Bassin du Loir aval,41,vigilance,1,[],1
9001,Bassin de la Masse,41,alerte_renforcee,3,[],1
9002,Bassin des Mauves,41,alerte,2,[],1
9003,Bassin de la Sauldre,41,vigilance,1,[],1
7705,Fleuve Loire et sa nappe d'accompagnement à l'amont de la queue de retenue de Villerest,42,alerte_renforcee,3,[],1
7706,"Affluents de la Loire à l'amont de la confluence Furan : Dunière, l'Andrable, Semène, Ondaine, Furan",42,alerte,2,[],1
7707,Fleuve Loire et sa nappe d'accompagnement à l'aval de la queue de retenue de Villerest,42,vigilance,1,[],1
7708,Affluents rive gauche de la Loire jusqu'au barrage de Villerest,42,alerte,2,[],1
7709,Affluents rive droite de la Loire de la confluence avec le Furan jusqu'au barrage de Villerest,42,alerte_renforcee,3,[],1
7710,"Affluents rive gauche de la Loire à l'aval du barrage de Villerest; Besbre, Malgoutte, Arcon, Urbise",42,alerte,2,[],1
7711,Affluents rive droite de la Loire à l'aval du barrage de Villerest,42,alerte,2,[],1
7712,"Affluents du Rhône hors Gier, bassins versants Limony Cance hors Rhône et sa nappe d'accompagnement",42,alerte,2,[],1
7713,Bassin versant du Gier dans le département,42,alerte,2,[],1
7714,"Affluents de la Loire à l'amont de la confluence Furan : Dunière, l'Andrable, Semène, Ondaine, Furan",42,alerte,2,[],1
5117,ALLIER (lit mineur + 100m),43,alerte,2,[],1
5118,ALLIER AVAL,43,alerte,2,[],1
5119,ALLIER MOYEN,43,alerte,2,[],1
5120,ALLIER AMONT,43,alerte,2,[],1
5121,ALAGNON,43,alerte,2,[],1
5122,LOIRE (lit mineur + 100m),43,alerte,2,[],1
5123,LOIRE AVAL,43,alerte,2,[],1
5124,LOIRE MOYENNE RIVE GAUCHE,43,alerte,2,[],1
5125,LOIRE MOYENNE RIVE DROITE,43,alerte,2,[],1
5126,HAUT-LIGNON,43,alerte,2,[],1
5127,BORNE,43,alerte,2,[],1
5128,LOIRE AMONT,43,alerte,2,[],1
5129,DORETTE,43,alerte,2,[],1
5623,bassin d'alimentation des captages de Machecoul,44,vigilance,1,[],1
5624,bassin d'alimentation des captages de Nort-sur-Erdre,44,vigilance,1,[],1
5625,nappe en relation avec le lac de Grand-Lieu (St Philbert et Chevrolière),44,vigilance,1,[],1
8475,Bassin de la Vilaine,44,crise,4,[],1
8476,Bassin de l'Oudon,44,alerte_renforcee,3,[],1
8477,Bassin côtiers bretons,44,crise,4,[],1
8478,Bassin de l'Erdre Amont,44,crise,4,[],1
8479,Bassin de l'Erdre Aval,44,vigilance,1,[],1
8480,Bassin Affluents Nord Loire,44,crise,4,[],1
8481,Bassin Affluents Sud Loire,44,crise,4,[],1
8482,Bassin de la Loire,44,vigilance,1,[],1
8483,Bassin de la Brière,44,crise,4,[],1
8484,Bassin de la Sèvre Nantaise,44,alerte_renforcee,3,[],1
8485,Bassin de la Moine,44,alerte_renforcee,3,[],1
8486,Bassin de la Sanguèze,44,crise,4,[],1
8487,Bassin de la Maine,44,crise,4,[],1
8488,Bassin côtiers bretons réalimenté par la Loire,44,alerte,2,[],1
8489,"Bassin de la Logne, Boulogne, Ognon, Grand-lieu",44,crise,4,[],1
8490,Bassin du Lac de Grand-Lieu,44,vigilance,1,[],1
7740,Calcaires de Beauce (Fusin 45),45,alerte,2,[],1
7741,Calcaires de Beauce (Montargois),45,alerte,2,[],1
8595,Bassin de l'Aquiaulne (45),45,alerte,2,[],1
8596,Bassin de l'Ardoux (45),45,alerte_renforcee,3,[],1
8597,Bassins Avenelle-Ethelin (45),45,crise,4,[],1
8598,Bassin de l'Aveyron (45),45,alerte,2,[],1
8600,Bassin du Bec d'Able,45,alerte_renforcee,3,[],1
8601,Bassin du Betz (45),45,crise,4,[],1
8603,Bassin de la Clery (45),45,alerte,2,[],1
8604,Bassin du Cosson (45),45,crise,4,[],1
8605,Fusin (45),45,alerte,2,[],1
8606,Bassin du Loing amont (45),45,alerte_renforcee,3,[],1
8607,Bassin du Loing aval (45),45,vigilance,1,[],1
8608,Loire a Gien (45),45,vigilance,1,[],1
8609,Loire a Onzain (45),45,vigilance,1,[],1
8610,Bassins Loiret-Dhuy,45,crise,4,[],1
8611,Bassin du Milleron (45),45,crise,4,[],1
8614,Bassin du ru de Pont Chevron,45,alerte_renforcee,3,[],1
8616,Bassin_de la_Bezonde,45,crise,4,[],1
8617,Bassins Trezee-Ousson (45),45,crise,4,[],1
8618,Bassin_de_la_Bonnee,45,crise,4,[],1
8619,Bassin_du_Puiseaux,45,alerte_renforcee,3,[],1
8620,Bassin_du_Solin,45,crise,4,[],1
8621,Bassin_du_Vernisson,45,crise,4,[],1
8134,Cère,46,vigilance,1,[],1
8136,Mamoul,46,alerte,2,[],1
8137,Sourdoire,46,vigilance,1,[],1
8138,Grande Barguelonne,46,alerte,2,[],1
8139,Vert Amont,46,alerte,2,[],1
8140,Lendou,46,alerte,2,[],1
8141,Petite Barguelonne,46,alerte_renforcee,3,[],1
8142,Ourajoux,46,crise,4,[],1
8143,Céou,46,crise,4,[],1
8144,Bléou,46,crise,4,[],1
8145,Drauzou,46,alerte,2,[],1
8146,Bervezou,46,alerte,2,[],1
8147,Veyre,46,alerte,2,[],1
8149,Tolerme,46,vigilance,1,[],1
8150,Melve - Marcillande - Relinquière,46,alerte,2,[],1
8151,Tournefeuille,46,crise,4,[],1
8152,Lemboulas,46,crise,4,[],1
8153,Lupte,46,crise,4,[],1
8154,Aynac,46,alerte,2,[],1
8155,Ouysse,46,alerte,2,[],1
8156,La Sagne,46,vigilance,1,[],1
8157,Alzou,46,alerte,2,[],1
8159,Vers - Rauze,46,vigilance,1,[],1
8160,Lère,46,alerte,2,[],1
8161,Séoune,46,crise,4,[],1
8162,Thèze,46,vigilance,1,[],1
8164,Guirande,46,alerte,2,[],1
8165,Affluents du Lot,46,alerte,2,[],1
8168,Saint Perdoux,46,alerte,2,[],1
7776,Unité Dordogne,47,crise,4,[],1
7778,La Masse d'Agen réalimentée,47,vigilance,1,[],1
7779,La Séoune réalimentée,47,vigilance,1,[],1
7780,Le Gers réalimenté,47,vigilance,1,[],1
7781,L'Osse réalimenté,47,vigilance,1,[],1
7783,La Baïse réalimentée,47,vigilance,1,[],1
7790,Garonne en amont de la confluence avec Le Lot,47,vigilance,1,[],1
7791,Garonne en aval de la confluence avec Le Lot,47,vigilance,1,[],1
7792,Unité Dropt,47,alerte_renforcee,3,[],1
7793,Unité Masse de Prayssas,47,crise,4,[],1
7796,Unité Boudouyssou Tancanne,47,crise,4,[],1
7798,La Lède réalimentée,47,vigilance,1,[],1
7801,Unité Auroue,47,crise,4,[],1
7802,Unité Tolzac,47,alerte,2,[],1
7804,Unité Baïse,47,alerte_renforcee,3,[],1
7805,Unité Thèze,47,vigilance,1,[],1
7806,Unité Gupie,47,alerte_renforcee,3,[],1
7807,Unité Lède,47,alerte_renforcee,3,[],1
7809,Unité Masse d'Agen,47,alerte_renforcee,3,[],1
7810,Unité Auvignon,47,alerte_renforcee,3,[],1
7812,Unité Séoune,47,alerte_renforcee,3,[],1
7813,Unité Garonne aval,47,alerte_renforcee,3,[],1
7814,Unité Lot,47,alerte_renforcee,3,[],1
7816,Unité Garonne amont,47,alerte_renforcee,3,[],1
7817,Unité Avance,47,alerte,2,[],1
7824,Le Roubillou réalimenté,47,vigilance,1,[],1
8402,Allier,48,alerte,2,[],1
8403,Chassezac  (y compris amont bv Luech),48,alerte,2,[],1
8404,Colagne,48,alerte,2,[],1
8405,Gardons cévenols (partie dpt48),48,alerte,2,[],1
8406,Truyère,48,alerte,2,[],1
8407,Lot,48,alerte,2,[],1
8408,Bramont,48,alerte,2,[],1
8409,Tarn,48,alerte,2,[],1
8410,Tarnon,48,vigilance,1,[],1
8411,Axe Colagne réalimenté,48,alerte_renforcee,3,[],1
9679,OUDON,49,alerte_renforcee,3,[],1
9681,LAYON,49,alerte_renforcee,3,[],1
9682,HYROME,49,alerte_renforcee,3,[],1
9683,AUBANCE,49,alerte_renforcee,3,[],1
9687,EVRE,49,alerte_renforcee,3,[],1
9688,THAU,49,crise,4,[],1
9689,DIVATTE,49,crise,4,[],1
9690,MAYENNE,49,alerte,2,[],1
9691,LOIRE,49,vigilance,1,[],1
9692,ROMME,49,alerte_renforcee,3,[],1
9693,ERDRE,49,crise,4,[],1
9694,BRIONNEAU,49,alerte,2,[],1
9695,SARTHE,49,vigilance,1,[],1
9696,LOIR,49,vigilance,1,[],1
9697,AUTHION,49,vigilance,1,[],1
9698,COUASNON,49,crise,4,[],1
9699,LATHAN,49,vigilance,1,[],1
9704,Alluvions de la Loire-Thau,49,vigilance,1,[],1
9706,Romme Brionneau,49,alerte,2,[],1
9707,Erdre,49,alerte,2,[],1
9712,Loir-Sarthe aval,49,alerte_renforcee,3,[],1
9713,Authion alluvions,49,vigilance,1,[],1
9716,Sud-Loire,49,alerte,2,[],1
9717,Layon,49,alerte_renforcee,3,[],1
9829,NORD COTENTIN,50,vigilance,1,[],1
9830,DOUVE - TAUTE - COTIERS NORD-EST,50,vigilance,1,[],1
9831,VIRE,50,alerte,2,[],1
9832,SIENNE - SOULLES,50,vigilance,1,[],1
9833,SEE - COTIERS GRANVILLAIS,50,vigilance,1,[],1
9834,SELUNE,50,vigilance,1,[],1
9511,Blaise_zone_2,51,alerte,2,[],1
9512,Blaise_zone_4,51,alerte,2,[],1
9522,Craie de Champagne Nord,51,alerte,2,[],1
9719,bassin Mayenne médiane et aval,53,alerte,2,[],1
9720,bassin Oudon,53,alerte_renforcee,3,[],1
9721,bassin Mayenne amont est,53,alerte,2,[],1
9722,bassin Mayenne amont ouest,53,vigilance,1,[],1
9723,bassin Sarthe amont,53,vigilance,1,[],1
9724,bassin Sarthe aval,53,alerte,2,[],1
9725,bassin Mayenne médiane et aval,53,alerte,2,[],1
9726,bassin Oudon,53,alerte_renforcee,3,[],1
9727,bassin Mayenne amont est,53,alerte,2,[],1
9728,bassin Mayenne amont ouest,53,vigilance,1,[],1
9729,bassin Sarthe amont,53,vigilance,1,[],1
9730,bassin Sarthe aval,53,alerte,2,[],1
7317,Moselle amont et Meurthe partie du département 54,54,alerte,2,,0
7318,Meuse aval et Chiers partie du département 54,54,vigilance,1,,0
7319,"Moselle aval, Orne, Nied et Seille partie du département 54",54,alerte,2,,0
7320,Meuse amont et médiane partie du département 55,55,vigilance,1,[],1
7321,Bassin Saulx-Ornain partie du département 55,55,vigilance,1,[],1
7322,Bassin de l'Aisne partie du département 55,55,vigilance,1,[],1
7323,"Moselle aval, Orne, Nied et Seille partie du département 55",55,alerte,2,[],1
7324,Meuse aval et Chiers partie du département 55,55,vigilance,1,[],1
9279,Oust Amont,56,vigilance,1,[],1
9280,Evel,56,vigilance,1,[],1
9281,Oust,56,vigilance,1,[],1
9282,Scorff,56,vigilance,1,[],1
9283,Yvel et Ninian,56,vigilance,1,[],1
9284,Blavet,56,vigilance,1,[],1
9285,Elle,56,vigilance,1,[],1
9286,Aff,56,vigilance,1,[],1
9287,Houat,56,vigilance,1,[],1
9288,Hoedic,56,vigilance,1,[],1
9289,Belle_ile,56,vigilance,1,[],1
9290,Groix,56,crise,4,[],1
9291,Vilaine aval,56,vigilance,1,[],1
9292,Littoral,56,vigilance,1,[],1
9293,Oust Amont,56,vigilance,1,[],1
9294,Evel,56,vigilance,1,[],1
9295,Oust,56,vigilance,1,[],1
9296,Scorff,56,vigilance,1,[],1
9297,Yvel et Ninian,56,vigilance,1,[],1
9298,Blavet,56,vigilance,1,[],1
9299,Elle,56,vigilance,1,[],1
9300,Aff,56,vigilance,1,[],1
9301,Houat,56,vigilance,1,[],1
9302,Hoedic,56,vigilance,1,[],1
9303,Belle_ile,56,vigilance,1,[],1
9304,Groix,56,crise,4,[],1
9305,Vilaine aval,56,vigilance,1,[],1
9306,Littoral,56,vigilance,1,[],1
7325,Moselle amont et Meurthe partie du département 57,57,alerte,2,[],1
7326,"Moselle aval, Orne, Nied et Seille partie du département 57",57,alerte,2,[],1
7327,"Lauter, Sauer, Moder et Zorn partie du département 57",57,vigilance,1,[],1
7328,Sarre partie du département 57,57,vigilance,1,[],1
6075,bassin de la  LOIRE aval,58,vigilance,1,[],1
6081,bassin de l'ALLIER,58,vigilance,1,[],1
6082,bassin de la LOIRE amont,58,vigilance,1,[],1
6083,bassin de l'ACOLIN_COLATRE,58,alerte,2,[],1
3623,"Delta de l'Aa et Audomarois, partie Nord",59,vigilance,1,[],1
3624,"Lys, partie Nord",59,vigilance,1,[],1
3625,"Marque-Deûle, partie Nord",59,vigilance,1,[],1
3626,Sambre,59,alerte,2,[],1
3627,"Scarpe amont-Sensée-Escaut, partie Nord",59,vigilance,1,[],1
3628,Scarpe aval,59,alerte,2,[],1
3629,Yser,59,alerte_renforcee,3,[],1
9847,HUISNE,61,vigilance,1,[],1
9848,ITON,61,vigilance,1,[],1
9849,MAYENNE AMONT,61,vigilance,1,[],1
9850,ORNE AMONT,61,vigilance,1,[],1
9851,ORNE MOYENNE,61,vigilance,1,[],1
9853,SARTHE,61,vigilance,1,[],1
9854,TOUQUES,61,vigilance,1,[],1
9855,AVRE,61,vigilance,1,[],1
3630,"Delta de l'Aa et Audomarois, partie Pas de Calais",62,alerte,2,[],1
3631,"Lys, partie Pas de Calais",62,vigilance,1,[],1
3632,"Marque-Deûle, partie Pas de Calais",62,vigilance,1,[],1
3635,Boulonnais,62,alerte,2,[],1
9731,Bassin du Saleys de sa source à Salies,64,crise,4,,0
9732,Bassin du Saleys de Salies à la confluence avec l'Adour,64,crise,4,,0
9733,"Bassin de l'Ousse des Bois et de son affluent, l'Oussère",64,crise,4,,0
9734,Bassin du Lausset,64,crise,4,,0
9735,Bassin de la Bayse et son affluent la Baysere,64,alerte_renforcee,3,,0
9736,Bassin de la Joyeuse,64,crise,4,,0
9737,Bassin de la Bidouze de sa source au Moulin de Came,64,vigilance,1,,0
9738,Bassin de la Bidouze du Moulin de Came à la confluence avec l'Adour,64,vigilance,1,,0
9739,"Bassin de l'Ousse et ses affluents, l'Arriou Merdé et l'Oussère",64,crise,4,,0
9740,Bassin du Saison,64,vigilance,1,,0
3931,BV de l'Echez,65,crise,4,,0
4002,BV du système alimenté par le canal de la Neste,65,vigilance,1,,0
8412,Agly Amont,66,vigilance,1,[],1
8413,Agly Aval,66,vigilance,1,[],1
8414,Aude Amont,66,vigilance,1,[],1
8415,Têt Amont Vinça,66,vigilance,1,[],1
8416,Têt Aval,66,vigilance,1,[],1
8417,Tech amont,66,alerte,2,[],1
8418,Tech aval,66,alerte,2,[],1
8419,Segre Carol,66,vigilance,1,[],1
8434,secteur Salanque (nappes Roussillon),66,vigilance,1,[],1
8435,secteur Cote nord (nappes Roussillon),66,alerte,2,[],1
8436,secteur Têt (nappes Roussillon),66,vigilance,1,[],1
8437,secteur Aspres (nappes Roussillon),66,alerte,2,[],1
8438,secteur Cote sud (nappes Roussillon),66,vigilance,1,[],1
8439,secteur Tech (nappes Roussillon),66,alerte_renforcee,3,[],1
7329,Ill aval partie du département 67,67,vigilance,1,[],1
7330,"Bruche, Ehn, Andlau, Giessen et Liepvrette partie du département 67",67,vigilance,1,[],1
7331,Sarre partie du département 67,67,vigilance,1,[],1
7332,"Lauter, Sauer, Moder et Zorn partie du département 67",67,vigilance,1,[],1
7333,Ill amont,68,alerte,2,,0
7334,Ill aval partie du département 68,68,vigilance,1,,0
7335,"Doller amont, Fecht, Weiss et Lauch",68,alerte,2,,0
7336,Doller aval,68,vigilance,1,,0
7337,Thur,68,alerte,2,,0
7338,"Bruche, Ehn, Andlau, Giessen et Liepvrette partie du département 68",68,alerte_renforcee,3,,0
9898,ZONE 1,69,alerte_renforcee,3,[],1
9899,ZONE 2 - axe Saône,69,vigilance,1,[],1
9900,ZONE 3,69,alerte_renforcee,3,[],1
9901,ZONE 4,69,alerte_renforcee,3,[],1
9902,ZONE 5,69,alerte_renforcee,3,[],1
9903,ZONE 6,69,alerte,2,[],1
9904,ZONE 7,69,alerte,2,[],1
9905,ZONE 8,69,alerte,2,[],1
9906,ZONE 8,69,alerte,2,[],1
9907,ZONE 9,69,alerte,2,[],1
9908,ZONE 2 - axe Saône,69,vigilance,1,[],1
9909,ZONE 5,69,vigilance,1,[],1
9910,ZONE 7,69,vigilance,1,[],1
9911,ZONE 8,69,vigilance,1,[],1
9912,ZONE 8,69,vigilance,1,[],1
9913,ZONE 9,69,vigilance,1,[],1
3655,Vosges et depression vosgienne,70,alerte_renforcee,3,[],1
3657,Moyennes vallées du Doubs et de l'Ognon et plaine jurassienne_ dpt 70,70,alerte_renforcee,3,[],1
3659,Plateaux calcaires de la Haute Saône,70,alerte_renforcee,3,[],1
3660,Saone amont,70,alerte_renforcee,3,,0
9967,ARROUX MORVAN,71,vigilance,1,[],1
9968,VALLÉE DE LA LOIRE,71,vigilance,1,[],1
9969,ARCONCE ET SORNIN,71,vigilance,1,[],1
9970,SEILLE ET GUYOTTE,71,vigilance,1,[],1
9971,DHEUNE,71,vigilance,1,[],1
9972,BOURBINCE,71,vigilance,1,[],1
9973,GROSNE,71,vigilance,1,[],1
9974,SAÔNE AVAL,71,vigilance,1,,0
8078,bassin sarthe amont,72,vigilance,1,[],1
8079,Bassin de la Vaige-Taude-Erve,72,alerte,2,[],1
8081,bassin Vive-Parence,72,alerte_renforcee,3,[],1
8082,bassin du Due-Narais,72,alerte_renforcee,3,[],1
8083,Bassin du Loir,72,vigilance,1,[],1
8084,Bassin de la Braye,72,alerte_renforcee,3,[],1
8085,Bassin de l Anille-Veuve-Tusson,72,crise,4,[],1
8086,Bassin de l Aune,72,crise,4,[],1
8087,Bassin de l Argance,72,crise,4,[],1
8089,Bassin de Vaudelle-Merdereau-Orthe,72,alerte,2,[],1
8091,Bassin de la Sarthe aval,72,vigilance,1,[],1
8092,Bassin de la Vègre,72,vigilance,1,[],1
8093,Bassin Affluents de la Sarthe Médiane*,72,alerte_renforcee,3,[],1
8094,Bassin du Deux-Fonts et de la Voutonne**,72,vigilance,1,[],1
8095,Bassin de la Gee,72,alerte,2,[],1
9535,Lac du Bourget – Albanais,73,alerte_renforcee,3,[],1
9536,Chéran,73,alerte_renforcee,3,[],1
9537,Combe de Savoie – Val Gelon,73,alerte_renforcee,3,[],1
9538,Flon – Aiguebelette,73,alerte_renforcee,3,[],1
9539,Guiers – Chartreuse,73,alerte_renforcee,3,[],1
9540,Beaufortain – Val D'Arly,73,alerte,2,[],1
9541,Tarentaise,73,vigilance,1,[],1
9542,Maurienne,73,vigilance,1,[],1
9543,Lac du Bourget – Albanais,73,alerte_renforcee,3,[],1
9544,Chéran,73,alerte_renforcee,3,[],1
9545,Combe de Savoie – Val Gelon,73,alerte_renforcee,3,[],1
9546,Flon – Aiguebelette,73,alerte_renforcee,3,[],1
9547,Guiers – Chartreuse,73,alerte_renforcee,3,[],1
9548,Beaufortain – Val D'Arly,73,alerte,2,[],1
9549,Tarentaise,73,vigilance,1,[],1
9550,Maurienne,73,vigilance,1,[],1
8650,bassin du Chéran,74,alerte,2,,0
